Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Overall_happiness_score,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_government_satisfaction,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Avg_education_importance,Num_of_kids_born_last_10_years,Financial_agenda_matters,Vote
1.0,298.23655004936796,80323.8587099731,4.0,99.4121833497893,0.0,807.9880755394701,0.0,1.0,0.0,0.7172247064299878,0.5293402178212999,245.95539085567,7.5124331493862,32.611201424151695,11.174000000000001,4826.0,91.07630553189671,849.265039831223,9778.41083505714,102938.384043853,2.0,652844.730213976,29.1421522854992,630.051472052205,6.96138644125313,9992.194381721909,80.0,0.0,,1307.34133412344,11.0,0.0,0.0,924.4079814427839,0.0,0.0,9.0
2.0,114.02908109637501,15751.067323611102,0.0,38.0096936987916,1.0,414.39606034267797,1.0,0.0,1.0,0.69157097581774,0.418945837300271,52.5127386208624,6.79839923512191,42.695748177357004,3.951,6049.0,31.3766629900783,492.286415385577,5128.53343419793,56765.1101096521,2.0,171724.09482753198,22.1875283748681,,9.44515196606517,1492.74650877475,100.0,2.0,3.0,709.224854946078,15.0,3.0,1.0,449.454950129583,3.0,1.0,7.0
10.0,440.310374665139,51887.664352609005,0.0,146.77012488838002,1.0,353.53015058118996,1.0,1.0,1.0,0.377638591220602,0.992812993936241,821.764768566936,5.30343687161803,24.612499796785396,4.72,5280.0,,395.728732726587,4326.75897126508,46260.385270708095,1.0,124983.567369959,19.8929317277918,219.797301238512,57.1186887798831,21698.239684639,100.0,2.0,2.0,578.293093918589,16.0,3.0,4.0,373.56843881308293,0.0,0.0,7.0
8.0,508.24295685655295,74287.3111435168,0.0,169.414318952184,1.0,438.494878136504,1.0,0.0,1.0,0.0902210993226618,0.23928697500377902,817.483267048374,6.8434830592013896,56.004096893593704,4.004,5996.0,44.7221346665174,488.96654913110495,5362.88187962725,56611.5175072204,0.0,192277.758151947,22.112588024270398,89.080399275577,35.7691627228633,28880.6257849846,100.0,1.0,1.0,,16.0,1.0,3.0,436.51220210484297,0.0,0.0,7.0
2.0,55.5462798753806,7092.18017168462,4.0,18.5154266251269,1.0,383.04168276954397,1.0,1.0,0.0,0.7558092002291229,0.00942777562886477,133.59169336035802,6.601544909644869,10.8643122948706,9.717,6283.0,83.9884402928874,272.555353329181,4375.527534353811,31502.0712260652,0.0,146720.930738924,16.5092505380826,442.80798529854,97.28472633287309,371.33644973558404,80.0,2.0,4.0,352.863428722097,11.0,3.0,1.0,138.51888489776002,0.0,1.0,9.0
10.0,698.929518257489,230208.902312395,1.0,232.97650608582995,0.0,988.120674397892,0.0,0.0,1.0,0.6903663149569179,0.125755578512326,335.630477871746,2.38740557339042,13.7830610619858,11.921,4079.0,60.583908669650604,971.34007117711,11823.8868863331,117337.05616134401,0.0,976382.4671725441,,838.548537569233,86.6421605926007,54521.0288940465,90.0,2.0,4.0,1469.36158807334,14.0,2.0,1.0,992.686913148304,0.0,1.0,4.0
10.0,938.7970085061411,154466.507588479,4.0,312.932336168714,1.0,493.60992692426805,1.0,0.0,1.0,0.7327706411015241,0.8457948819268492,49.888167064636896,8.78387626260519,22.720510652288798,5.457999999999999,4542.0,41.12757577095179,471.15370066880797,5878.406670580301,57193.2609489261,1.0,243650.759958181,21.706075201860102,34.0743516998646,31.054815277457198,98249.5793561774,80.0,0.0,2.0,714.9122828097659,9.0,0.0,3.0,483.02591903082396,1.0,1.0,11.0
9.0,156.665776385056,16831.8387348859,7.0,52.221925461685295,0.0,322.313637156777,1.0,0.0,1.0,0.351951675955206,0.26901173382066196,485.64201476983703,,34.0363152092323,4.95,5050.0,1.35251400060952,560.71843656821,,65652.1090496521,1.0,103886.08069723,23.679494009970103,250.551880887369,13.6077959090471,2789.3514243875,70.0,2.0,3.0,869.819310812504,9.0,,0.0,665.882708370875,0.0,1.0,2.0
4.0,193.583878501595,2308.61097809631,7.0,64.5279595005316,1.0,35.7769096677741,1.0,0.0,1.0,0.771954821189865,0.254184153163806,830.710575217381,2.38078956259415,8.364905370399361,10.815,5185.0,48.1432234169915,196.120971356676,750.0110393910929,26989.9062960198,1.0,1279.98726537607,14.0043197391618,555.949300357767,40.081366151571295,4238.38551680277,70.0,0.0,1.0,412.521806995038,12.0,2.0,4.0,464.870483614504,7.0,0.0,10.0
9.0,50.4664478837847,14507.453248653701,1.0,16.8221492945949,1.0,862.401884241693,0.0,1.0,0.0,0.194927424192429,0.848354079993442,154.767552623525,6.70142195187509,98.6252091592178,6.311,9689.0,11.9003192754462,681.8578579695901,9987.73455835611,91239.8903189368,0.0,743737.009943623,26.1124081227601,611.579297561148,13.369090063497401,309.806856184235,90.0,0.0,3.0,1178.83464427638,11.0,0.0,0.0,957.844767359167,0.0,0.0,4.0
10.0,643.228298869524,90260.8723978353,1.0,214.409432956508,1.0,420.97435338185096,1.0,1.0,0.0,0.20972164929844397,0.29601472476497304,201.604278990999,1.8218689551576999,63.9774746494368,2.146,7854.0,25.095781427808102,386.90613242733804,4983.55579867319,49753.5961513724,0.0,177219.406205267,19.6699296497811,138.111438991912,25.352616817690397,46195.814373687805,90.0,1.0,0.0,643.45516212483,12.0,3.0,1.0,506.28441520407995,1.0,1.0,7.0
6.0,1352.77415818151,398706.836858209,2.0,450.92471939383597,0.0,884.1982258018111,0.0,1.0,1.0,0.662452396936715,0.417227030731738,981.4010870177301,0.38963974220678205,45.084898779168704,8.701,5299.0,80.11630983091891,70.4405447468162,8982.86334751174,26834.4507615548,0.0,781806.50251107,8.39288655629374,621.1893559253799,61.705630365759106,203794.027279804,60.0,0.0,2.0,285.8997333562,8.0,3.0,0.0,268.166841007769,1.0,1.0,0.0
7.0,1423.25885926049,206273.174377838,4.0,474.419619753496,0.0,434.790564700961,1.0,1.0,0.0,0.617175809573382,0.906905651092529,817.4708639271561,1.02407907135785,19.6868656668812,8.293,5707.0,61.414447822608096,721.543334191665,5790.992315392939,82246.9525369816,1.0,189042.83515298102,26.8615586701827,336.594425272182,11.9626909727231,225558.39522680602,80.0,2.0,2.0,1065.30384423677,13.0,3.0,4.0,744.8715739883479,2.0,0.0,0.0
2.0,667.859472200542,102559.38272834,3.0,222.619824066847,1.0,460.69294663328697,1.0,0.0,1.0,0.147064731456339,0.791742043336853,736.5378057584171,0.0642020744271576,64.6968786604702,4.813,7187.0,99.09654126968229,510.46596113873903,5627.86138861035,64184.8961338298,2.0,212237.99107766,22.593493778934196,179.277257867318,99.2941047530621,49792.2058916209,40.0,0.0,0.0,842.789510774386,6.0,1.0,2.0,674.6017021723841,1.0,1.0,8.0
9.0,496.346901938332,91501.9167073649,5.0,165.448967312777,0.0,553.052208143329,0.0,1.0,0.0,0.8772889014799151,0.348431566962972,453.266563825309,5.7724109780974695,0.8479037787765259,6.412999999999999,5587.0,43.713511456735404,428.286777418065,6387.0956362694205,49409.425871639105,2.0,305866.744932212,20.6950906598175,265.659280858675,30.5000412976369,27548.809752177203,30.0,0.0,5.0,565.645845267924,9.0,1.0,0.0,249.76504955466498,0.0,0.0,5.0
6.0,337.135257910458,35439.9657457468,0.0,112.378419303486,1.0,315.362735704964,1.0,0.0,1.0,0.9961011682171371,0.35305420029908396,676.822286332026,7.404440201353281,84.9694369127974,0.6509999999999999,9349.0,82.68536555115129,377.902759402092,3909.4328758538204,45059.4407481166,0.0,99453.6550713188,,238.367269102336,57.0386331528425,12751.2875444536,100.0,2.0,2.0,577.432528531616,10.0,2.0,1.0,411.567542998474,0.0,0.0,1.0
1.0,977.0959994095239,82942.4009558016,4.0,325.698666469841,0.0,254.659934149536,1.0,1.0,1.0,0.0990534988231957,0.168321955716237,195.563328219578,4.9852761998772595,78.6514048930258,8.951,5049.0,22.8127565700561,579.9366424639869,3706.47262642334,65463.8460615546,2.0,64851.6820610462,24.0818737324152,293.97639836537104,61.4065302303061,106415.32000670301,80.0,1.0,1.0,867.837140847619,10.0,2.0,2.0,640.856338430154,0.0,0.0,12.0
3.0,223.383432772709,31093.571146169303,1.0,74.4611442575697,0.0,417.581162043563,1.0,1.0,0.0,0.5341308598872271,0.38001109217293605,792.880963534117,1.34228888899088,5.5105682695284495,6.937,3063.0,46.421078173443696,416.297218053277,5008.40605654218,51584.9965158771,1.0,174374.026893652,20.403362910394897,118.27837293403,72.5377785041928,5628.923148404179,90.0,2.0,2.0,659.519945427836,12.0,3.0,1.0,486.188665951061,1.0,0.0,7.0
4.0,171.226424272582,1002.76961244705,7.0,57.075474757527296,1.0,17.5691856564854,1.0,1.0,1.0,0.914533361094072,0.29605742427520504,433.29127063043404,6.20330912759528,27.111422200687198,12.034,3966.0,80.07877022027971,3.6746718687782596,183.041200302411,2540.86677294643,0.0,308.676284632054,1.9169433660852502,807.1853514312711,,3324.68529355466,70.0,1.0,2.0,47.41666384067761,13.0,3.0,3.0,84.70508118625729,1.0,1.0,10.0
1.0,995.736677602149,124676.37018719,5.0,331.91222586738303,0.0,375.630544676005,1.0,1.0,0.0,0.6436082143336529,0.9163003808353101,251.372798578814,0.7344116480089721,97.777171828784,8.575,3425.0,32.5059001799673,261.023850270426,4278.353147300901,40825.8722281238,0.0,141098.306093592,16.15623255188,283.876076312212,59.175223624333704,110507.63790610801,30.0,1.0,2.0,567.228975080498,9.0,2.0,3.0,589.488910739028,3.0,1.0,5.0
10.0,146.516076986711,20005.5676290611,7.0,48.838692328903704,1.0,409.62537437189695,1.0,0.0,1.0,0.49541554111056,0.6418139359448111,391.051256330684,2.45823630364612,82.06012528389691,5.07,4930.0,58.3306096727028,461.308243955133,5018.87023162924,56423.907992012995,0.0,167792.947329317,21.4780875302047,108.494719328339,58.908278564922504,2444.0565607262197,70.0,2.0,3.0,729.0881550681171,11.0,0.0,0.0,545.896396142615,0.0,1.0,7.0
3.0,482.08335625429197,9.56432241899974,2.0,160.694452084764,1.0,0.0595186846522535,1.0,1.0,1.0,0.478714895434678,,579.385700635612,2.8206787211820497,54.5285557163879,6.261,9739.0,30.2829974563792,7.34968623146415,15.2945593094508,757.383657140283,2.0,0.0035424738227344,2.7110304740936,857.5411455438369,73.3033405616879,25993.4013829073,60.0,1.0,1.0,10.2814725416539,9.0,0.0,4.0,7.32160612974187,1.0,1.0,4.0
3.0,216.795912368075,22070.4717962885,0.0,72.2653041226917,1.0,305.408965813211,1.0,0.0,0.0,0.8221027969848359,0.23700619325973102,844.7710571344941,6.8258983595296705,5.43335736729205,0.154,9846.0,37.5706978840753,478.67708376517095,4011.4438256624603,58744.3790349198,2.0,93274.6363990953,21.8786901748064,254.991663906378,22.2394154639915,5304.53948406781,100.0,1.0,2.0,793.051574467398,14.0,2.0,4.0,663.402604994846,0.0,1.0,2.0
6.0,180.979025007552,15890.5207108128,0.0,60.3263416691841,1.0,263.40932122078203,1.0,1.0,0.0,0.229209541110322,0.29612174211069897,365.794290788472,1.13237528828904,61.1687052994967,5.814,,60.151257296092794,500.254329719268,3634.60187164636,59371.508753418304,0.0,69384.4705059932,22.366366037406898,278.36069147871603,1.84012565296143,3709.59384085632,100.0,0.0,3.0,799.9003487634101,12.0,2.0,3.0,646.661039787981,2.0,1.0,2.0
5.0,1187.23911507596,75248.45030664401,2.0,395.746371691986,1.0,190.143121173605,1.0,1.0,0.0,0.0539296707138419,0.281757942866534,383.67778598330904,2.7926394809037407,97.38556747324759,10.552999999999999,3447.0,90.4181204969063,514.794499380514,2931.02021049708,52968.9686500933,2.0,36154.4065296404,22.689083264436103,335.6305145598,61.9173863669857,157020.937079064,60.0,2.0,3.0,668.263614596799,8.0,1.0,4.0,371.868506073952,0.0,1.0,0.0
,195.44201352364,51675.415940734005,7.0,65.1473378412132,0.0,793.208405026235,0.0,0.0,1.0,0.402886951807886,0.0180532252416015,383.66734771989303,1.8290732125751699,46.10940115526321,6.7010000000000005,9299.0,91.4368524681777,860.730210872073,9653.54447200649,105197.548117127,1.0,629179.573804263,29.338203947618798,678.0967331164969,84.33911108877508,4319.322965638379,70.0,2.0,1.0,1350.81690772044,13.0,1.0,3.0,993.677754865892,1.0,1.0,9.0
9.0,402.371717434596,35513.617502992995,6.0,134.123905811532,0.0,264.782160108698,1.0,1.0,0.0,0.16673302580602498,0.8852202934212979,216.087424429134,9.146048424299812,69.3012536736205,7.266,4734.0,44.887985591776705,327.73308604218,3303.2877731713397,42320.5042649369,0.0,70109.5923118283,,291.586073061153,25.68785531912,18133.3460159522,50.0,2.0,2.0,573.624094746976,8.0,3.0,2.0,504.372202596288,0.0,1.0,5.0
10.0,381.871217231427,44010.538324619694,1.0,127.29040574380899,0.0,345.749061505841,1.0,1.0,1.0,0.0724057103507221,0.586112622637302,766.03537867777,2.56141685880721,16.0524062579498,0.962999999999999,9037.0,83.8608595309779,440.54098309043,4338.57258123927,53225.64041247481,0.0,119542.41353217,20.9890681806132,,35.949121648445704,16340.1378001673,90.0,1.0,3.0,694.205871793735,13.0,2.0,0.0,526.288161723526,0.0,0.0,7.0
7.0,351.570620266975,51323.630415880594,7.0,117.190206755658,0.0,437.951530565096,1.0,1.0,1.0,0.28969912324100705,0.20039628702215898,404.282187577337,6.840165092144161,30.5236427811906,3.071,6929.0,6.4057589042931795,408.13739953214895,5195.79010471526,51425.348819169805,0.0,191801.54312431,20.202410735656,,46.6488275211304,13860.7347661896,70.0,0.0,3.0,657.405352570036,11.0,0.0,2.0,492.57307986918295,0.0,1.0,7.0
4.0,360.80529241770205,33138.4572379402,2.0,120.26843080590099,0.0,275.537454142242,1.0,0.0,0.0,0.28788883285596994,0.588230195920914,946.439173771068,8.09103423729539,35.8999160118401,6.69,3310.0,44.8240665253252,515.148030431111,3785.6706022846397,61514.2819098142,1.0,75920.88863518799,22.696872701566402,287.531177771189,17.2764904797077,14594.7638793196,60.0,2.0,4.0,830.715293561075,11.0,3.0,0.0,679.056641517702,0.0,0.0,2.0
2.0,225.615925513387,53894.109942659,1.0,75.20530850446221,1.0,716.62640595991,0.0,0.0,0.0,0.47500765090808295,0.287566951708868,992.102760821581,0.194092707242817,74.9253312358633,12.714,3286.0,29.386939248070103,689.5057695053019,8545.275598609709,79178.1491049566,0.0,513553.40571901796,26.2584418712402,288.186798688948,17.375579895451697,5741.043735755789,90.0,2.0,2.0,949.501281916283,14.0,3.0,0.0,514.56689753104,0.0,0.0,10.0
6.0,257.982582565149,83369.7646832037,7.0,85.994194188383,1.0,969.4813175476711,0.0,1.0,1.0,0.170493842102587,0.539056713925675,257.101555587724,8.67150983773172,62.421300169080496,11.625,4375.0,75.66042917314921,897.3953440212599,11489.6038635192,,0.0,939894.0250739671,29.9565576130045,677.232236100293,87.9442210542038,7490.9956282977,70.0,1.0,1.0,1296.2970380982401,9.0,1.0,4.0,783.386193448678,2.0,1.0,10.0
9.0,754.662362886603,14059.326900975,1.0,251.554120962201,0.0,55.889869135109905,1.0,0.0,0.0,0.16362601309083402,0.869332321221009,706.820752238855,0.8932928927242759,48.3134008245543,12.985999999999999,3014.0,36.6479747463018,81.61263857884141,722.123968508782,11847.250256764799,1.0,3123.67747193971,9.03397136252055,684.421441433408,,63541.0298940278,90.0,1.0,1.0,173.999305007526,14.0,3.0,1.0,189.91788674611598,0.0,0.0,10.0
3.0,311.142787713307,31066.309202729,4.0,103.71426257110201,1.0,299.53748339512197,1.0,1.0,0.0,0.41579210944473705,0.337035032920539,22.1662609837949,3.8047302095219506,37.8785697044805,1.962,8038.0,85.2652137400582,387.885409850076,3771.1456536513792,45266.8361056278,1.0,89722.7039586832,19.694806672066502,251.493497546245,14.939529565163,10870.3625232387,80.0,0.0,1.0,577.8303150285959,7.0,0.0,1.0,397.55939564803003,0.0,0.0,1.0
3.0,376.094364444776,63596.7762161059,3.0,125.364788148259,1.0,507.293771684081,0.0,0.0,1.0,0.0120268447790295,0.764381548622623,428.077039076015,4.348408901132641,44.4895060732961,7.284,4716.0,32.9513303004205,408.38623023681504,5889.7101773144395,51640.84107250981,0.0,257346.97078946102,20.208568238171,104.70877713999701,86.64376065135001,15851.694895606,40.0,0.0,2.0,643.188909054047,9.0,3.0,0.0,449.823849345011,0.0,0.0,3.0
8.0,169.469655557873,19649.351428487098,4.0,56.4898851859577,0.0,347.83840264153196,1.0,0.0,1.0,0.19865907938219604,0.8678023659158499,76.528140809387,6.934546257834881,49.489555577747495,5.972,4028.0,57.9015368130058,388.22441351396003,4254.832853443239,48216.063826090896,0.0,120991.554352212,19.7034112151668,189.129561634923,61.7790924618021,3257.59701350864,80.0,0.0,3.0,628.639245036892,12.0,2.0,3.0,488.90686522034895,0.0,0.0,7.0
6.0,193.83208772950698,24785.1881872388,7.0,64.6106959098357,1.0,383.608129245761,1.0,1.0,1.0,0.12260880204848901,0.0193694746121764,607.413059333339,1.22174259740859,5.49802342429757,4.622,5378.0,76.0210057254881,354.222173047808,4544.52563855322,46195.4812360788,2.0,147155.196823432,18.8207909782721,186.678485240061,67.7994965109974,4249.1527218631,70.0,1.0,3.0,603.603577256218,13.0,1.0,3.0,492.885617177229,2.0,0.0,7.0
5.0,136.219904431225,1745.71858338595,7.0,45.4066348104082,0.0,38.4463325827834,1.0,0.0,1.0,0.209813873982057,0.318687605671585,203.30932480283101,3.4908624808304,,12.582,3418.0,81.3306401483715,94.8748292867094,574.2129844012529,8272.77008532034,1.0,1478.1204890660001,9.74037110621097,791.132358120096,67.0363754732534,2117.16911961619,70.0,2.0,2.0,89.86667719188792,11.0,2.0,1.0,1.26939515114207,,0.0,4.0
7.0,367.37972387668503,59407.4650322888,3.0,122.459907958895,1.0,485.11766848811897,1.0,1.0,1.0,0.495089622447267,0.696360759902745,172.53550677560298,2.5850591203197797,61.1676996340975,5.145,6855.0,7.86508379969746,497.896327199917,5846.96933928102,58659.402682323605,2.0,235339.152279349,22.313590638888996,42.702327606150206,11.0241076210514,15128.88896526,40.0,1.0,1.0,726.633594851177,9.0,3.0,2.0,460.03026704487996,0.0,0.0,3.0
9.0,650.085998663802,,2.0,216.695332887934,1.0,88.10857143057311,1.0,1.0,0.0,0.507655278081074,0.417659213533625,941.196767613292,8.99303022539243,51.6237285919487,10.28,5720.0,,269.27574817091204,1419.6372106475599,25825.981707760202,1.0,7763.1203595364,16.409623645011198,605.33285746911,33.268079161644,47183.5626283005,60.0,2.0,2.0,311.725903100518,9.0,0.0,3.0,121.13374520728,1.0,1.0,4.0
3.0,310.12151590640497,46421.2566643005,2.0,,0.0,449.061941367948,1.0,0.0,1.0,0.162060475209728,0.411121932556853,426.027204142883,7.947475495748219,62.0470555033535,4.98,5020.0,29.587172414176198,398.458361498722,5287.53613667692,49314.4532905916,1.0,201656.62718515,19.9614218305892,135.442135832275,4.23834058456123,10799.5243528673,60.0,0.0,2.0,616.643314429964,8.0,2.0,2.0,426.24918988863897,0.0,0.0,7.0
8.0,560.165071133561,51380.7502608358,2.0,186.721690377854,0.0,275.172906569455,1.0,0.0,0.0,0.5406229777727279,0.852655885042623,466.536578023806,2.5057314685545897,83.9785702060908,1.774,8226.0,5.01376411411911,486.25484395037904,3724.2387535953003,58261.3574272213,1.0,75720.12850988179,,264.36465612487,3.94722297787666,35061.7113479409,60.0,2.0,2.0,784.342965419032,12.0,1.0,4.0,638.392630413491,0.0,1.0,2.0
7.0,244.33409482172698,24655.1874598614,0.0,81.44469827390891,0.0,302.723049902436,1.0,1.0,0.0,0.358044800814241,0.37386142835021,890.81727177836,8.403068438638,45.1693647541106,0.8290000000000011,9171.0,80.67627917043859,275.069099105823,3577.36869723601,39102.8948503833,0.0,91641.2449422329,16.5852072373493,299.827840903657,17.659063078463102,6724.683575201961,100.0,2.0,1.0,537.640474045832,10.0,2.0,2.0,519.611959720695,1.0,0.0,11.0
3.0,212.743175215034,24905.992189239398,4.0,70.9143917383447,0.0,351.212096426574,1.0,1.0,0.0,,0.7956751778256149,920.762965688482,9.568444516044108,40.6669441843405,4.617,5383.0,44.485422386787796,371.717389594836,4255.55574345541,45124.3771228855,1.0,123349.93667634901,19.2799737965288,216.33586819282797,56.663499283604295,5109.76534735775,80.0,0.0,0.0,574.370780192073,7.0,3.0,2.0,409.407839828126,3.0,0.0,1.0
9.0,1407.9637011861903,467380.088295498,2.0,469.32123372873,1.0,995.863930089399,0.0,1.0,0.0,0.267527237767354,0.513184212846681,693.1905508972701,2.8252203180454702,13.6126182973385,8.187000000000001,5813.0,69.9411407345906,453.676768112928,10865.9928371198,68673.98377996871,0.0,991744.9672531041,21.299689390057498,,2.89691020734608,220741.74166238602,60.0,1.0,3.0,843.768430384807,11.0,3.0,3.0,671.7458921484649,2.0,1.0,0.0
2.0,970.20308539946,263894.307720611,0.0,323.401028466487,0.0,815.9971196503419,0.0,1.0,1.0,0.23402762110345102,0.6989853044506159,613.6469712946559,7.02927204081789,48.6822969745845,8.215,7785.0,80.1251298282295,568.468038225546,9296.90727295451,79357.4707231675,2.0,665851.299277654,23.842567777518102,491.30456600167395,58.1871492788196,104921.626241648,100.0,1.0,2.0,1028.17913399994,13.0,3.0,1.0,869.916375263824,0.0,1.0,4.0
8.0,635.646170854343,101264.554642493,1.0,211.882056951448,0.0,477.928882225727,1.0,0.0,1.0,0.11965146521106401,0.6304780272766949,892.427415121347,0.426409307401627,7.65861482359469,6.199,3801.0,6.35445748921484,427.360209860708,5634.009241978691,53101.0908650175,2.0,228416.016465533,20.672692370872,81.9961680891017,40.456271846778705,45115.8881149279,90.0,2.0,1.0,666.927578799896,8.0,1.0,0.0,469.021003405371,0.0,1.0,1.0
7.0,404.26381989979797,91073.2281773165,7.0,134.75460663326598,1.0,675.845007845793,0.0,0.0,,0.934758831048384,0.676878109341487,439.299956196919,0.873113435227424,70.500835753046,12.937000000000001,3063.0,62.931759073399,618.099423241802,7994.64892494153,82415.1685276278,1.0,456766.47463008,24.8616054035495,482.77151756785,85.43570949696,18303.558615519498,70.0,2.0,2.0,1090.78375420014,11.0,2.0,3.0,933.819544995879,0.0,0.0,4.0
2.0,513.614346051124,88827.8282832649,3.0,171.204782017041,1.0,518.839644761927,0.0,0.0,0.0,0.126902014948428,0.826899288687855,687.6996171195061,3.44160589389503,49.85251338221129,8.251,3749.0,15.3515267185867,459.558965939721,6107.514379498721,59889.6428201507,0.0,269194.576976683,21.437326464364,129.846478400369,24.53254587017,29492.2821675197,40.0,0.0,0.0,776.457720431077,7.0,0.0,3.0,621.941373218269,0.0,0.0,8.0
8.0,187.02615810711998,33272.4850658681,2.0,62.3420527023734,1.0,533.708526164737,0.0,1.0,0.0,0.185533428797498,0.185370384482667,32.9172026831657,9.57442274549976,55.086859711445896,6.51,3490.0,31.3864384545013,371.56345703669604,6080.212175720771,48927.9943389937,1.0,284844.790900936,19.275981350808,145.53653884577102,37.188293901272104,3958.8735878478797,60.0,1.0,3.0,607.992590715968,,3.0,1.0,440.42925353293504,1.0,1.0,11.0
2.0,115.98796570376999,126.08691069645701,1.0,38.662655234590105,0.0,3.26120671049131,1.0,1.0,1.0,0.44288445543497795,0.430171339539811,860.983196180314,7.45128272799775,64.9507069261745,8.459,7541.0,56.196733773686,90.76077269855891,214.13361250203099,8346.421570911909,1.0,10.6354692085535,9.52684484488747,788.317402602319,76.83211986441171,1543.46356502336,90.0,2.0,0.0,104.404712642118,14.0,1.0,1.0,44.7877930847326,1.0,1.0,4.0
7.0,244.53596860169,1945.1336840511701,4.0,81.5119895338966,0.0,23.863160440247697,1.0,0.0,0.0,0.584237058181316,0.272985582007095,632.371512008831,8.937060767784711,92.56382563617079,8.812999999999999,7187.0,51.4950665412471,181.758799124509,602.149202651496,15958.602504004799,2.0,569.450426197005,13.481795100227199,732.059312051489,15.9663063939661,6735.716427307961,80.0,0.0,5.0,187.974123224775,13.0,2.0,2.0,44.00977593738379,0.0,0.0,4.0
9.0,390.88270630845903,36352.5343628392,2.0,130.294235436153,1.0,279.003397511418,1.0,0.0,1.0,0.41105397976934904,0.331133973784745,559.7364222630861,7.63037012191489,57.123608863912494,3.0039999999999996,6996.0,79.31540508288892,379.3899349,3548.8138449141798,44396.177913579406,1.0,77842.8958229142,19.4779345645271,269.294665985096,5.32781830988824,17116.882023327802,60.0,0.0,3.0,571.567049941257,5.0,2.0,4.0,404.43153756022997,0.0,1.0,1.0
4.0,381.56811899159896,54065.0632154105,6.0,127.1893729972,1.0,425.075318333403,1.0,0.0,1.0,,0.694621940376237,264.908469282091,5.44688538881019,45.457482105121,2.244,9756.0,55.383939761668394,470.175823774191,5191.10483088241,59101.254712401795,1.0,180689.026256244,21.6835380824761,144.612136123764,43.647589604370296,16314.325976418,50.0,0.0,1.0,775.685521030084,11.0,3.0,0.0,620.039495599943,0.0,0.0,8.0
1.0,213.84037406261,31362.490126235498,2.0,71.2801246875365,1.0,439.989271395303,1.0,0.0,0.0,0.722634224686772,0.754060035571456,329.787849914283,1.78264448884875,73.5905894078314,6.167000000000001,3833.0,64.5882452605292,483.763598685465,5367.41991132396,58488.80161303769,1.0,193590.558942969,21.994626586633895,71.4054505032976,35.459440131671705,5162.1363001582895,60.0,2.0,1.0,746.9491247495,10.0,1.0,1.0,535.125917586102,0.0,0.0,7.0
8.0,279.94490204428797,28210.4618403836,7.0,93.314967348096,0.0,302.31443724509,1.0,0.0,,0.9866459635086361,0.409186134813353,818.942885147408,7.28044156683609,47.483818745240605,1.2990000000000002,8701.0,43.831202900037205,365.256914302487,3753.6582010558704,42777.9178554456,0.0,91394.01896681529,19.1116957463875,274.209876252064,49.5539147406816,8810.99809852432,70.0,0.0,3.0,541.963085685447,6.0,2.0,0.0,366.0008381774,0.0,1.0,1.0
3.0,33.8448621060163,,1.0,11.2816207020054,1.0,266.421801442851,1.0,1.0,1.0,0.139430528273806,0.256882668239996,679.730360163376,8.40229479130358,14.537924900651,1.9140000000000001,8086.0,52.5684092193842,522.3397521458201,3708.89751872015,60897.78010023099,1.0,70980.5762840539,22.854753381863897,270.19842733481005,45.6201154971495,148.556586365923,90.0,0.0,2.0,813.7355506415421,15.0,2.0,2.0,633.9751871320391,0.0,0.0,2.0
6.0,360.033471243513,41391.6384425731,7.0,,0.0,344.898253206386,1.0,0.0,1.0,0.648166312370449,0.0303729663137347,595.270417630672,8.441707096062599,64.84618035610771,2.9189999999999996,,16.9189374428242,416.43527255482803,4281.85307717352,49033.727719842194,1.0,118954.805064816,20.406745761018,190.13422211652198,71.1310513084754,14532.6889810427,70.0,1.0,0.0,623.534518684059,7.0,2.0,1.0,428.50589612815,1.0,1.0,1.0
,444.084767134858,77022.9312907063,6.0,148.02825571161898,0.0,520.325872384514,0.0,0.0,1.0,0.80466526071541,0.6717549967579539,437.457891646773,7.27288747439161,13.7926261173561,3.44,8560.0,7.39946418907493,479.146113974784,6161.55095179471,59274.4601142322,2.0,270739.013472706,21.889406432673898,39.0165161682391,45.5163025995716,22070.3927447362,50.0,1.0,3.0,746.247376026904,11.0,1.0,0.0,525.966572422294,0.0,1.0,8.0
